#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/CP182387.fasta	CP182387.1	240238	241062	+	gadX	1-825/825	===============	0/0	100.00	97.94	card	AP009048.1:3974604-3975429	GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.	fluoroquinolone;macrolide;penam
input/CP182387.fasta	CP182387.1	241430	242158	+	gadW	1-729/729	===============	0/0	100.00	94.38	card	CP015085.1:2552440-2551711	GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and in situations where GadX is missing activates gadA and gadBC.	fluoroquinolone;macrolide;penam
input/CP182387.fasta	CP182387.1	242521	245634	-	mdtF	1-3114/3114	===============	0/0	100.00	98.56	card	U00096:3660413-3663527	MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.	fluoroquinolone;macrolide;penam
input/CP182387.fasta	CP182387.1	245659	246816	-	mdtE	1-1158/1158	===============	0/0	100.00	99.66	card	AP009048.1:3981183-3980025	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	fluoroquinolone;macrolide;penam
input/CP182387.fasta	CP182387.1	418196	418828	-	CRP	1-633/633	===============	0/0	100.00	99.53	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/CP182387.fasta	CP182387.1	471714	474818	-	acrF	1-3105/3105	===============	0/0	100.00	99.03	card	U00096:3415032-3418137	AcrF is a inner membrane transporter similar to AcrB.	cephalosporin;cephamycin;fluoroquinolone;penam
input/CP182387.fasta	CP182387.1	474830	475987	-	acrE	1-1158/1158	===============	0/0	100.00	98.79	card	U00096:3413863-3415021	AcrE is a membrane fusion protein similar to AcrA.	cephalosporin;cephamycin;fluoroquinolone;penam
input/CP182387.fasta	CP182387.1	476386	477048	+	acrS	1-663/663	===============	0/0	100.00	99.40	card	U00096:3413465-3412802	AcrS is a repressor of the AcrAB efflux complex and is associated with the expression of AcrEF. AcrS is believed to regulate a switch between AcrAB and AcrEF efflux.	cephalosporin;cephamycin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/CP182387.fasta	CP182387.1	756894	757713	+	bacA	1-820/822	===============	0/0	99.76	98.54	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/CP182387.fasta	CP182387.1	780072	781559	-	tolC	1-1488/1488	===============	0/0	100.00	98.45	card	FJ768952:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan
