#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/NZ_CP056267.fasta	NZ_CP056267.1	406315	406947	-	CRP	1-633/633	===============	0/0	100.00	89.10	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/NZ_CP056267.fasta	NZ_CP056267.1	716958	717772	+	bacA	1-818/822	========/======	4/5	99.03	83.64	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/NZ_CP056267.fasta	NZ_CP056267.1	735326	736804	-	tolC	1-1488/1488	========/======	7/21	98.99	82.46	card	FJ768952:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056267.fasta	NZ_CP056267.1	1289773	1291311	-	emrB	1-1539/1539	===============	0/0	100.00	84.15	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
input/NZ_CP056267.fasta	NZ_CP056267.1	1291328	1292500	-	emrA	1-1173/1173	========/======	2/2	99.91	81.94	card	AP009048:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
input/NZ_CP056267.fasta	NZ_CP056267.1	1292631	1293161	-	emrR	1-531/531	===============	0/0	100.00	86.63	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
input/NZ_CP056267.fasta	NZ_CP056267.1	1626496	1629609	-	acrD	1-3114/3114	===============	0/0	100.00	81.60	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
input/NZ_CP056267.fasta	NZ_CP056267.1	1817565	1818491	-	pmrF	22-948/969	===============	0/0	95.67	80.37	card	U00096:2367070-2368039	PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	peptide
input/NZ_CP056267.fasta	NZ_CP056267.1	1861361	1863002	+	yojI	1-1642/1644	========/======	2/4	99.76	81.14	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
input/NZ_CP056267.fasta	NZ_CP056267.1	2035042	2035763	-	baeR	1-722/723	===============	0/0	99.86	82.69	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
