#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/CP182383.fasta	CP182383.1	219230	220054	+	gadX	1-825/825	===============	0/0	100.00	100.00	card	AP009048.1:3974604-3975429	GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.	fluoroquinolone;macrolide;penam
input/CP182383.fasta	CP182383.1	220422	221150	+	gadW	1-729/729	===============	0/0	100.00	94.65	card	CP015085.1:2552440-2551711	GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and in situations where GadX is missing activates gadA and gadBC.	fluoroquinolone;macrolide;penam
input/CP182383.fasta	CP182383.1	221513	224626	-	mdtF	1-3114/3114	===============	0/0	100.00	99.97	card	U00096:3660413-3663527	MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.	fluoroquinolone;macrolide;penam
input/CP182383.fasta	CP182383.1	224651	225808	-	mdtE	1-1158/1158	===============	0/0	100.00	100.00	card	AP009048.1:3981183-3980025	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	fluoroquinolone;macrolide;penam
input/CP182383.fasta	CP182383.1	424535	425167	-	CRP	1-633/633	===============	0/0	100.00	99.84	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/CP182383.fasta	CP182383.1	700558	701379	+	bacA	1-822/822	===============	0/0	100.00	100.00	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/CP182383.fasta	CP182383.1	725093	726580	-	tolC	1-1488/1488	===============	0/0	100.00	100.00	card	FJ768952:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan
input/CP182383.fasta	CP182383.1	1170203	1171741	-	emrB	1-1539/1539	===============	0/0	100.00	100.00	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
input/CP182383.fasta	CP182383.1	1171758	1172930	-	emrA	1-1173/1173	===============	0/0	100.00	100.00	card	AP009048:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
input/CP182383.fasta	CP182383.1	1173057	1173587	-	emrR	1-531/531	===============	0/0	100.00	100.00	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
input/CP182383.fasta	CP182383.1	1361365	1361841	-	mphB	1-477/477	===============	0/0	100.00	98.32	card	AE005174.2:3397370-3397847	The mphB gene encodes for MPH(2')-II. This enzymes phosphorylates 14-membered and 16-membered macrolides.  It phosphorylates macrolides in GTP- dependent manner at 2'-OH hydroxyl of desosamine sugar of macrolides.	macrolide
input/CP182383.fasta	CP182383.1	1382527	1385640	-	acrD	1-3114/3114	===============	0/0	100.00	100.00	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
input/CP182383.fasta	CP182383.1	1417010	1418314	-	Escherichia_coli_ampC1_beta-lactamase	1-1305/1305	===============	0/0	100.00	100.00	card	FN649414.1:2765050-2766355	An ampC-like beta-lactamase identified from Escherichia coli.	cephalosporin;penam
input/CP182383.fasta	CP182383.1	1476945	1480538	-	evgS	1-3594/3594	===============	0/0	100.00	99.94	card	U00096:2484373-2487967	EvgS is a sensor protein that phosphorylates the regulatory protein EvgA. evgS corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	fluoroquinolone;macrolide;penam;tetracycline
input/CP182383.fasta	CP182383.1	1480543	1481157	-	evgA	1-615/615	===============	0/0	100.00	100.00	card	BA000007.3:3212025-3212640	EvgA when phosphorylated is a positive regulator for efflux protein complexes emrKY and mdtEF. While usually phosphorylated in a EvgS dependent manner it can be phosphorylated in the absence of EvgS when overexpressed.	fluoroquinolone;macrolide;penam;tetracycline
input/CP182383.fasta	CP182383.1	1481681	1482736	+	emrK	1-1056/1056	===============	0/0	100.00	100.00	card	D78168:536-1592	emrK is a membrane fusion protein that is a homolog of EmrA. Together with the inner membrane transporter EmrY and the outer membrane channel TolC it mediates multidrug efflux.	tetracycline
input/CP182383.fasta	CP182383.1	1482736	1484274	+	emrY	1-1539/1539	===============	0/0	100.00	99.94	card	D78168:1591-3130	emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.	tetracycline
