#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/NZ_CP055132.fasta	NZ_CP055132.1	411778	413421	+	eptA	1-1644/1644	===============	0/0	100.00	99.15	card	AP009048:4340268-4338624	PmrC mediates the modification of Lipid A by the addition of 4-amino-4-deoxy-L-arabinose (L-Ara4N) and phosphoethanolamine resulting in a less negative cell membrane and decreased binding of polymyxin B.	peptide
input/NZ_CP055132.fasta	NZ_CP055132.1	449738	451204	-	mdtP	1-1467/1467	===============	0/0	100.00	97.34	card	AP009048.1:4304509-4303042	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride	acridine_dye;nucleoside
input/NZ_CP055132.fasta	NZ_CP055132.1	451201	453249	-	mdtO	1-2052/2052	========/======	2/15	99.56	97.18	card	AP009048.1:4306557-4304505	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride	acridine_dye;nucleoside
input/NZ_CP055132.fasta	NZ_CP055132.1	453249	454280	-	mdtN	1-1032/1032	===============	0/0	100.00	97.48	card	AP009048.1:4307588-4306556	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride.	acridine_dye;nucleoside
input/NZ_CP055132.fasta	NZ_CP055132.1	619773	620906	-	Escherichia_coli_ampC	1-1134/1134	===============	0/0	100.00	98.06	card	U00096.3:4378944-4377810	A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.	cephalosporin;penam
input/NZ_CP055132.fasta	NZ_CP055132.1	1033905	1035062	-	Escherichia_coli_ampH	1-1158/1158	===============	0/0	100.00	98.79	card	AP012030.1:396711-395553	AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.	cephalosporin;penam
input/NZ_CP055132.fasta	NZ_CP055132.1	1128626	1131775	-	acrB	1-3150/3150	===============	0/0	100.00	99.17	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP055132.fasta	NZ_CP055132.1	1131798	1132991	-	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	99.58	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP055132.fasta	NZ_CP055132.1	1310661	1311338	+	kdpE	1-678/678	===============	0/0	100.00	97.94	card	U00096.3:721733-721055	kdpE is a transcriptional activator that is part of the two-component system KdpD/KdpE that is studied for its regulatory role in potassium transport and has been identified as an adaptive regulator involved in the virulence and intracellular survival of pathogenic bacteria. kdpE regulates a range of virulence loci through direct promoter binding.	aminoglycoside
input/NZ_CP055132.fasta	NZ_CP055132.1	1526999	1528225	+	Escherichia_coli_mdfA	1-1233/1233	========/======	1/6	99.51	96.76	card	JQ394987:0-1233	Multidrug efflux pump in E. coli. This multidrug efflux system was originally identified as the Cmr/CmlA chloramphenicol exporter.	benzalkonium_chloride;rhodamine;tetracycline
