#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/NZ_CP056483.fasta	NZ_CP056483.1	520584	521216	-	CRP	1-633/633	===============	0/0	100.00	86.41	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/NZ_CP056483.fasta	NZ_CP056483.1	803239	804056	+	bacA	1-818/822	========/======	2/6	99.15	80.51	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/NZ_CP056483.fasta	NZ_CP056483.1	1519165	1520698	-	Klebsiella_pneumoniae_KpnH	5-1538/1539	===============	0/0	99.68	83.96	card	ASTU01000063.1:61248-62787	KpnH consists of ~511 residues resembles EmrB of E. coli and is probably a translocase in the KpnGH-TolC efflux protein in K. pneumoniae. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin.	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
input/NZ_CP056483.fasta	NZ_CP056483.1	1520727	1521899	-	Klebsiella_pneumoniae_KpnG	1-1173/1173	===============	0/0	100.00	85.93	card	ACWO01000051.1:22092-23265	KpnG consists of ~390 residues and resembles EmrA of E. coli. Disruption of the pump components KpnG-KpnH signficantly decrease resistance to azithromycin ceftazidime ciprofloxacin ertapenem erythromycin gentamicin imipenem ticarcillin norfloxacin polymyxin-B piperacillin spectinomycin tobramycin and streptomycin	aminoglycoside;carbapenem;cephalosporin;fluoroquinolone;macrolide;penam;penem;peptide
input/NZ_CP056483.fasta	NZ_CP056483.1	1522045	1522556	-	emrR	1-512/531	===============	0/0	96.42	83.79	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
input/NZ_CP056483.fasta	NZ_CP056483.1	1769428	1772541	-	acrD	1-3114/3114	===============	0/0	100.00	81.37	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
input/NZ_CP056483.fasta	NZ_CP056483.1	2195184	2195897	-	baeR	1-714/723	===============	0/0	98.76	80.95	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
input/NZ_CP056483.fasta	NZ_CP056483.1	2198834	2201911	-	mdtC	1-3078/3078	===============	0/0	100.00	81.94	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
input/NZ_CP056483.fasta	NZ_CP056483.1	2201912	2205034	-	mdtB	1-3123/3123	===============	0/0	100.00	81.01	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
input/NZ_CP056483.fasta	NZ_CP056483.1	2575289	2575690	-	H-NS	1-402/414	===============	0/0	97.10	88.81	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
input/NZ_CP056483.fasta	NZ_CP056483.1	2854825	2855154	+	Klebsiella_pneumoniae_KpnF	1-330/330	===============	0/0	100.00	82.42	card	AP006725.1:2484238-2484568	KpnF subunit of KpnEF resembles EbrAB from E. coli. Mutation in KpnEF resulted in increased susceptibility to cefepime ceftriaxon colistin erythromycin rifampin tetracycline and streptomycin as well as enhanced sensitivity toward sodium dodecyl sulfate deoxycholate dyes benzalkonium chloride chlorhexidine and triclosan.	aminoglycoside;cephalosporin;macrolide;peptide;rifamycin;tetracycline
input/NZ_CP056483.fasta	NZ_CP056483.1	2918755	2919106	-	marA	1-352/384	==============.	0/0	91.67	81.25	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056483.fasta	NZ_CP056483.1	3620860	3621671	+	APH(3')-Ia	1-812/816	========/======	2/2	99.39	82.29	card	BX664015.1:103833-103017	APH(3')-Ia is a transposon-encoded aminoglycoside phosphotransferase in E. coli and S. enterica. It is identical at the protein sequence to APH(3')-Ic an aminoglycoside phosphotransferase encoded by plasmids transposons and genomic islands in K. pneumoniae A. baumannii S. marcescens Corynebacterium spp. Photobacterium spp. and Citrobacter spp.	aminoglycoside
input/NZ_CP056483.fasta	NZ_CP056483.1	3910605	3912353	-	msbA	1-1749/1749	===============	0/0	100.00	80.85	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
input/NZ_CP056483.fasta	NZ_CP056483.1	4424779	4425134	-	ramA	21-375/375	========/======	1/1	94.67	83.15	card	JQ727668:0-375	RamA (resistance antibiotic multiple) is a positive regulator of AcrAB-TolC and leads to high level multidrug resistance in Klebsiella pneumoniae Salmonella enterica and Enterobacter aerugenes increasing the expression of both the mar operon as well as AcrAB. RamA also decreases OmpF expression.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056483.fasta	NZ_CP056483.1	4480743	4481614	+	OXY-3-1	1-866/867	========/======	1/6	99.88	90.83	card	AF491278:183-1050	OXY-3-1 is a beta-lactamase found in Klebsiella oxytoca	cephalosporin;monobactam;penam
input/NZ_CP056483.fasta	NZ_CP056483.1	4638100	4639293	+	Klebsiella_pneumoniae_acrA	1-1197/1197	========/======	2/3	99.75	83.46	card	AJ318073.1:793-1990	AcrA is a subunit of the AcrAB multidrug efflux system that in K. pneumoniae which is encoded by the acrRAB operon.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056483.fasta	NZ_CP056483.1	4639316	4642458	+	acrB	1-3146/3150	========/======	3/5	99.75	82.78	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056483.fasta	NZ_CP056483.1	6151985	6153351	+	cpxA	1-1367/1374	===============	0/0	99.49	81.71	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
