#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/CP182371.fasta	CP182371.1	109848	110981	+	Escherichia_coli_ampC	1-1134/1134	===============	0/0	100.00	97.71	card	U00096.3:4378944-4377810	A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.	cephalosporin;penam
input/CP182371.fasta	CP182371.1	164897	165928	+	mdtN	1-1032/1032	===============	0/0	100.00	96.42	card	AP009048.1:4307588-4306556	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride.	acridine_dye;nucleoside
input/CP182371.fasta	CP182371.1	165928	167979	+	mdtO	1-2052/2052	===============	0/0	100.00	96.34	card	AP009048.1:4306557-4304505	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride	acridine_dye;nucleoside
input/CP182371.fasta	CP182371.1	167976	169442	+	mdtP	1-1467/1467	===============	0/0	100.00	97.48	card	AP009048.1:4304509-4303042	Multidrug resistance efflux pump. Could be involved in resistance to puromycin acriflavine and tetraphenylarsonium chloride	acridine_dye;nucleoside
input/CP182371.fasta	CP182371.1	402517	403890	+	cpxA	1-1374/1374	===============	0/0	100.00	98.62	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
input/CP182371.fasta	CP182371.1	947912	948736	+	gadX	1-825/825	===============	0/0	100.00	94.30	card	AP009048.1:3974604-3975429	GadX is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance.	fluoroquinolone;macrolide;penam
input/CP182371.fasta	CP182371.1	949105	949833	+	gadW	1-729/729	===============	0/0	100.00	95.61	card	CP015085.1:2552440-2551711	GadW is an AraC-family regulator that promotes mdtEF expression to confer multidrug resistance. GadW inhibits GadX-dependent activation. GadW clearly represses gadX and in situations where GadX is missing activates gadA and gadBC.	fluoroquinolone;macrolide;penam
input/CP182371.fasta	CP182371.1	950196	953309	-	mdtF	1-3114/3114	===============	0/0	100.00	98.49	card	U00096:3660413-3663527	MdtF is the multidrug inner membrane transporter for the MdtEF-TolC efflux complex.	fluoroquinolone;macrolide;penam
input/CP182371.fasta	CP182371.1	953334	954491	-	mdtE	1-1158/1158	===============	0/0	100.00	98.79	card	AP009048.1:3981183-3980025	MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.	fluoroquinolone;macrolide;penam
input/CP182371.fasta	CP182371.1	1144880	1145512	-	CRP	1-633/633	===============	0/0	100.00	99.05	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/CP182371.fasta	CP182371.1	1198399	1201503	-	acrF	1-3105/3105	===============	0/0	100.00	97.78	card	U00096:3415032-3418137	AcrF is a inner membrane transporter similar to AcrB.	cephalosporin;cephamycin;fluoroquinolone;penam
input/CP182371.fasta	CP182371.1	1201515	1202672	-	acrE	1-1158/1158	===============	0/0	100.00	98.36	card	U00096:3413863-3415021	AcrE is a membrane fusion protein similar to AcrA.	cephalosporin;cephamycin;fluoroquinolone;penam
input/CP182371.fasta	CP182371.1	1203071	1203733	+	acrS	1-663/663	===============	0/0	100.00	98.94	card	U00096:3413465-3412802	AcrS is a repressor of the AcrAB efflux complex and is associated with the expression of AcrEF. AcrS is believed to regulate a switch between AcrAB and AcrEF efflux.	cephalosporin;cephamycin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/CP182371.fasta	CP182371.1	1452146	1452965	+	bacA	1-820/822	===============	0/0	99.76	96.22	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/CP182371.fasta	CP182371.1	1473677	1475164	-	tolC	1-1488/1488	===============	0/0	100.00	98.52	card	FJ768952:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan
input/CP182371.fasta	CP182371.1	1986103	1987641	-	emrB	1-1539/1539	===============	0/0	100.00	97.99	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
input/CP182371.fasta	CP182371.1	1987658	1988830	-	emrA	1-1173/1173	===============	0/0	100.00	97.95	card	AP009048:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
input/CP182371.fasta	CP182371.1	1988957	1989487	-	emrR	1-531/531	===============	0/0	100.00	99.44	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
input/CP182371.fasta	CP182371.1	2206613	2207087	-	mphB	3-477/477	===============	0/0	99.58	96.63	card	AE005174.2:3397370-3397847	The mphB gene encodes for MPH(2')-II. This enzymes phosphorylates 14-membered and 16-membered macrolides.  It phosphorylates macrolides in GTP- dependent manner at 2'-OH hydroxyl of desosamine sugar of macrolides.	macrolide
input/CP182371.fasta	CP182371.1	2229142	2232255	-	acrD	1-3114/3114	===============	0/0	100.00	98.78	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
input/CP182371.fasta	CP182371.1	2263776	2265080	-	Escherichia_coli_ampC1_beta-lactamase	1-1305/1305	===============	0/0	100.00	96.02	card	FN649414.1:2765050-2766355	An ampC-like beta-lactamase identified from Escherichia coli.	cephalosporin;penam
input/CP182371.fasta	CP182371.1	2329700	2330314	-	evgA	1-615/615	===============	0/0	100.00	99.02	card	BA000007.3:3212025-3212640	EvgA when phosphorylated is a positive regulator for efflux protein complexes emrKY and mdtEF. While usually phosphorylated in a EvgS dependent manner it can be phosphorylated in the absence of EvgS when overexpressed.	fluoroquinolone;macrolide;penam;tetracycline
input/CP182371.fasta	CP182371.1	2330838	2331893	+	emrK	1-1056/1056	===============	0/0	100.00	97.82	card	D78168:536-1592	emrK is a membrane fusion protein that is a homolog of EmrA. Together with the inner membrane transporter EmrY and the outer membrane channel TolC it mediates multidrug efflux.	tetracycline
input/CP182371.fasta	CP182371.1	2331893	2333431	+	emrY	1-1539/1539	===============	0/0	100.00	97.47	card	D78168:1591-3130	emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.	tetracycline
input/CP182371.fasta	CP182371.1	2435026	2435994	-	pmrF	1-969/969	===============	0/0	100.00	98.14	card	U00096:2367070-2368039	PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	peptide
input/CP182371.fasta	CP182371.1	2500042	2501685	+	yojI	1-1644/1644	===============	0/0	100.00	97.51	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
input/CP182371.fasta	CP182371.1	2610286	2611518	+	Escherichia_coli_mdfA	1-1233/1233	===============	0/0	100.00	96.59	card	JQ394987:0-1233	Multidrug efflux pump in E. coli. This multidrug efflux system was originally identified as the Cmr/CmlA chloramphenicol exporter.	benzalkonium_chloride;rhodamine;tetracycline
input/CP182371.fasta	CP182371.1	2704864	2706612	+	msbA	1-1749/1749	===============	0/0	100.00	98.97	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
input/CP182371.fasta	CP182371.1	2841071	2842297	-	mdtG	1-1227/1227	===============	0/0	100.00	98.45	card	CP000800.1:1192954-1191727	The MdtG protein also named YceE appears to be a member of the major facilitator superfamily of transporters and it has been reported when overexpressed to increase fosfomycin and deoxycholate resistances. mdtG is a member of the marA-soxS-rob regulon.	fosfomycin
input/CP182371.fasta	CP182371.1	2850928	2852136	-	mdtH	1-1209/1209	===============	0/0	100.00	97.85	card	U00096:1125326-1124117	Multidrug resistance protein MdtH	fluoroquinolone
input/CP182371.fasta	CP182371.1	3020852	3021265	-	H-NS	1-414/414	===============	0/0	100.00	99.52	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
input/CP182371.fasta	CP182371.1	3391538	3391921	+	marA	1-384/384	===============	0/0	100.00	99.48	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
