#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
input/NZ_CP056341.fasta	NZ_CP056341.1	377405	378037	-	CRP	1-633/633	===============	0/0	100.00	89.10	card	AP009048.1:4154296-4153663	CRP is a global regulator that represses MdtEF multidrug efflux pump expression.	fluoroquinolone;macrolide;penam
input/NZ_CP056341.fasta	NZ_CP056341.1	716142	716956	+	bacA	1-818/822	========/======	4/5	99.03	83.76	card	U00096.3:3204131-3203309	The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.	peptide
input/NZ_CP056341.fasta	NZ_CP056341.1	734509	735987	-	tolC	1-1488/1488	========/======	7/21	98.99	82.60	card	FJ768952:0-1488	TolC is a protein subunit of many multidrug efflux complexes in Gram negative bacteria. It is an outer membrane efflux protein and is constitutively open. Regulation of efflux activity is often at its periplasmic entrance by other components of the efflux complex.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;macrolide;penam;penem;peptide;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056341.fasta	NZ_CP056341.1	1221809	1223347	-	emrB	1-1539/1539	===============	0/0	100.00	84.41	card	U00096:2812615-2814154	emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.	fluoroquinolone
input/NZ_CP056341.fasta	NZ_CP056341.1	1223364	1224536	-	emrA	1-1173/1173	========/======	2/2	99.91	82.28	card	AP009048:2810082-2811255	EmrA is a membrane fusion protein providing an efflux pathway with EmrB and TolC between the inner and outer membranes of E. coli a Gram-negative bacterium.	fluoroquinolone
input/NZ_CP056341.fasta	NZ_CP056341.1	1224668	1225198	-	emrR	1-531/531	===============	0/0	100.00	87.19	card	U00096.3:2810769-2811300	EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.	fluoroquinolone
input/NZ_CP056341.fasta	NZ_CP056341.1	1533827	1536940	-	acrD	1-3114/3114	===============	0/0	100.00	81.82	card	AP009048.1:2586250-2589364	AcrD is an aminoglycoside efflux pump expressed in E. coli. Its expression can be induced by indole and is regulated by baeRS and cpxAR.	aminoglycoside
input/NZ_CP056341.fasta	NZ_CP056341.1	1769139	1770065	-	pmrF	22-948/969	===============	0/0	95.67	80.47	card	U00096:2367070-2368039	PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.	peptide
input/NZ_CP056341.fasta	NZ_CP056341.1	1811857	1813498	+	yojI	1-1642/1644	========/======	2/4	99.76	81.39	card	U00096.3:2308615-2306971	YojI mediates resistance to the peptide antibiotic microcin J25 when it is expressed from a multicopy vector. YojI is capable of pumping out microcin molecules.  The outer membrane protein TolC in addition to YojI is required for export of microcin J25 out of the cell. Microcin J25 is thus the first known substrate for YojI.	peptide
input/NZ_CP056341.fasta	NZ_CP056341.1	1975963	1976678	-	baeR	1-716/723	===============	0/0	99.03	82.96	card	AP009048.1:2166412-2167135	BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.	aminocoumarin;aminoglycoside
input/NZ_CP056341.fasta	NZ_CP056341.1	1976675	1978078	-	baeS	1-1404/1404	===============	0/0	100.00	80.06	card	AP009048:2165012-2166416	BaeS is a sensor kinase in the BaeSR regulatory system. While it phosphorylates BaeR to increase its activity BaeS is not necessary for overexpressed BaeR to confer resistance.	aminocoumarin;aminoglycoside
input/NZ_CP056341.fasta	NZ_CP056341.1	1979514	1982566	-	mdtC	2-3054/3078	========/======	2/4	99.12	82.13	card	U00096:2158385-2161463	MdtC is a transporter that forms a heteromultimer complex with MdtB to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex. In the absence of MdtB MdtC can form a homomultimer complex that results in a functioning efflux complex with a narrower drug specificity. mdtC corresponds to 3 loci in Pseudomonas aeruginosa PAO1 (gene name: muxC/muxB) and 3 loci in Pseudomonas aeruginosa LESB58.	aminocoumarin
input/NZ_CP056341.fasta	NZ_CP056341.1	1982569	1985690	-	mdtB	1-3122/3123	===============	0/0	99.97	81.58	card	U00096:2155262-2158385	MdtB is a transporter that forms a heteromultimer complex with MdtC to form a multidrug transporter. MdtBC is part of the MdtABC-TolC efflux complex.	aminocoumarin
input/NZ_CP056341.fasta	NZ_CP056341.1	2407078	2407491	-	H-NS	1-414/414	===============	0/0	100.00	89.61	card	BA000007.3:1738104-1737690	H-NS is a histone-like protein involved in global gene regulation in Gram-negative bacteria. It is a repressor of the membrane fusion protein genes acrE mdtE and emrK as well as nearby genes of many RND-type multidrug exporters.	cephalosporin;cephamycin;fluoroquinolone;macrolide;penam;tetracycline
input/NZ_CP056341.fasta	NZ_CP056341.1	2468456	2469127	-	QnrB62	10-681/681	===============	0/0	98.68	98.96	card	JX987101:0-681	QnrB62 is a plasmid-mediated quinolone resistance protein found in Citrobacter freundii	fluoroquinolone
input/NZ_CP056341.fasta	NZ_CP056341.1	2673582	2673952	+	marA	1-371/384	===============	0/0	96.61	86.52	card	AP009048.1:1621287-1621671	In the presence of antibiotic stress E. coli overexpresses the global activator protein MarA which besides inducing MDR efflux pump AcrAB also down- regulates synthesis of the porin OmpF.	carbapenem;cephalosporin;cephamycin;fluoroquinolone;glycylcycline;monobactam;penam;penem;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056341.fasta	NZ_CP056341.1	3293284	3295032	-	msbA	1-1749/1749	===============	0/0	100.00	83.25	card	U00096.3:966620-968369	MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.	nitroimidazole
input/NZ_CP056341.fasta	NZ_CP056341.1	3771804	3772997	+	Escherichia_coli_acrA	1-1194/1194	===============	0/0	100.00	82.08	card	U00096.3:485619-484425	AcrA is a subunit of the AcrAB-TolC multidrug efflux system that in E. coli.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056341.fasta	NZ_CP056341.1	3773020	3776169	+	acrB	1-3150/3150	========/======	2/2	99.97	86.16	card	U00096.3:484403-481253	Protein subunit of AcrA-AcrB-TolC multidrug efflux complex. AcrB functions as a herterotrimer which forms the inner membrane component and is primarily responsible for substrate recognition and energy transduction by acting as a drug/proton antiporter.	cephalosporin;fluoroquinolone;glycylcycline;penam;phenicol;rifamycin;tetracycline;triclosan
input/NZ_CP056341.fasta	NZ_CP056341.1	3879597	3880754	+	Escherichia_coli_ampH	1-1158/1158	===============	0/0	100.00	80.66	card	AP012030.1:396711-395553	AmpH is a class C ampC-like beta-lactamase and penicillin-binding protein identified in Escherichia coli.	cephalosporin;penam
input/NZ_CP056341.fasta	NZ_CP056341.1	4754836	4755981	+	CMY-83	1-1146/1146	===============	0/0	100.00	99.74	card	JX440351:1026-2172	CMY-83 is a beta-lactamase. From the Lahey list of CMY beta-lactamases.	cephamycin
input/NZ_CP056341.fasta	NZ_CP056341.1	5107781	5109147	+	cpxA	1-1367/1374	===============	0/0	99.49	85.88	card	BA000007.3:4905062-4903688	CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.	aminocoumarin;aminoglycoside
